Saffron Detection Run — 20260525_223847
Mode            : real
Scenes          : 1111
Total detected  : 6323
Mean detected   : 5.7
Mean avg score  : 0.4173
Highest score   : 0.7959
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  240_F_125787151_dCW6QpMab5zK     35     0.5062     0.6071
  240_F_125787324_OrwFI4uq8lFw     12     0.5331     0.6452
  240_F_125787324_OrwFI4uq8lFw     12     0.5324     0.6503
  240_F_126094061_qHAnDtHwM9EZ      1     0.6079     0.6079
  240_F_126096265_Z1SjGEEKauTd      2     0.4834     0.4931
  240_F_126096351_WczvcXoaoC7J      3     0.5087     0.5501
  240_F_126096351_WczvcXoaoC7J      3     0.5086     0.5501
  240_F_126931469_6QzVesVxLbyP     12     0.5223     0.6452
  240_F_126931469_6QzVesVxLbyP     12     0.5211     0.6452
  240_F_128165250_wuTWoJghKsLk      5     0.4758     0.4848
  240_F_128165250_wuTWoJghKsLk      5     0.4757     0.4851
  240_F_134447713_A1Ys1wvWqNoM     32     0.6244     0.7236
  240_F_134447793_EnhBk05fYouw      1     0.5399     0.5399
  240_F_134447793_EnhBk05fYouw      1     0.5387     0.5387
  240_F_179442236_hSCIuD62p7fp      7     0.5888     0.6721
  240_F_179442236_hSCIuD62p7fp      7     0.5893     0.6721
  240_F_179442315_kToephS8Z9Ff      4     0.4907     0.5324
  240_F_179442315_kToephS8Z9Ff      4     0.4962     0.5324
  240_F_179442320_cIhjlhyBfPqh     17     0.5447     0.6414
  240_F_179442596_n2u4nbR8CAAy      7     0.4820     0.4938
  240_F_179442596_n2u4nbR8CAAy      7     0.4821     0.4938
  240_F_179442724_A4shTwPzDL5Q      7     0.5493     0.6257
  240_F_179442724_A4shTwPzDL5Q      7     0.5492     0.6257
  240_F_179442793_j2mma4bChqwf      5     0.4736     0.5319
  240_F_179442793_j2mma4bChqwf      5     0.4737     0.5319
  240_F_179442854_YgrEC199KEza      1     0.4592     0.4592
  240_F_179442854_YgrEC199KEza      1     0.4592     0.4592
  240_F_179442939_vLS1fyXiwdDs     21     0.5219     0.6166
  240_F_179443021_iOzuwC4NpATp      7     0.5769     0.6552
  240_F_179443109_xQXXKkvEWBer      6     0.5854     0.6505
  240_F_179443109_xQXXKkvEWBer      6     0.5831     0.6505
  240_F_179443175_RB0e5QYJb2aA     11     0.5262     0.6189
  240_F_179443316_6c16ivU92VGk     10     0.5672     0.6398
  240_F_179443325_g1FwrwFR1mOj     13     0.5174     0.6156
  240_F_179443799_XmfivqHXN3oI      1     0.5075     0.5075
  240_F_179443799_XmfivqHXN3oI      1     0.5075     0.5075
  240_F_179444028_vq0kbJ173S1a      0     0.0000     0.0000
  240_F_179444028_vq0kbJ173S1a      0     0.0000     0.0000
  240_F_179444537_S6m77gNelUTs      2     0.4822     0.5034
  240_F_179444537_S6m77gNelUTs      2     0.4822     0.5034
  240_F_179444648_9u3ScPfG6O1O      4     0.5964     0.6414
  240_F_179444648_9u3ScPfG6O1O      3     0.5797     0.6009
  240_F_179444717_hgbiLeDkcIBu      7     0.5496     0.6234
  240_F_179444717_hgbiLeDkcIBu      7     0.5483     0.6222
  240_F_229425327_mzgM6Q8AmykF     14     0.5662     0.6224
  240_F_229428737_XnBSJi3dEqBD      8     0.5575     0.6254
  240_F_229428758_F3opSdVHedBP      0     0.0000     0.0000
  240_F_233532094_C7U4853pL0OF      5     0.5129     0.5735
  240_F_233532094_C7U4853pL0OF      5     0.5129     0.5735
  240_F_236280154_O6B0AgQll63D      0     0.0000     0.0000
  240_F_236280154_O6B0AgQll63D      0     0.0000     0.0000
  240_F_237489282_sboy2EVsB9Gq      1     0.5050     0.5050
  240_F_237718412_wiVSHkxq5xL5      3     0.4810     0.5068
  240_F_237718412_wiVSHkxq5xL5      3     0.4809     0.5068
  240_F_238867184_qVGH3HT5M9AE      4     0.5656     0.6218
  240_F_238867184_qVGH3HT5M9AE      4     0.5698     0.6254
  240_F_248928189_zvYNxNsswPjE      0     0.0000     0.0000
  240_F_262745847_nMhYsQOCzCMd      0     0.0000     0.0000
  240_F_262745925_pwwfnZG6vRJP      4     0.4706     0.4804
  240_F_276069776_KihDnsUmOQ0a      5     0.5165     0.5615
  240_F_276069776_KihDnsUmOQ0a      5     0.5162     0.5615
  240_F_276069816_mwal87gatkAn      8     0.5290     0.5729
  240_F_276069816_mwal87gatkAn      8     0.5290     0.5729
  240_F_291291202_2vlaU0r33GEp      3     0.5331     0.5748
  240_F_291291306_pbJQhqoPfgZO      0     0.0000     0.0000
  240_F_291291306_pbJQhqoPfgZO      0     0.0000     0.0000
  240_F_296545708_jGH52yxeGaUG      6     0.5518     0.5793
  240_F_296545708_jGH52yxeGaUG      6     0.5528     0.5849
  240_F_296545772_g7fYX0dbPbnV     13     0.6289     0.6949
  240_F_296545772_g7fYX0dbPbnV     13     0.6295     0.7014
  240_F_301814549_wpa7RPxycIFY     15     0.5551     0.6830
  240_F_301814762_HTDn3Wi62dDH     15     0.6201     0.7160
  240_F_301814762_HTDn3Wi62dDH     14     0.6212     0.7169
  240_F_301814767_rP6ZKhks5U0Q     21     0.6123     0.7126
  240_F_301814767_rP6ZKhks5U0Q     20     0.6127     0.7170
  240_F_302675349_LXEahpnzEiGD      0     0.0000     0.0000
  240_F_302675349_LXEahpnzEiGD      0     0.0000     0.0000
  240_F_302675497_qdrbQx6EomNY      2     0.6026     0.6444
  240_F_302675497_qdrbQx6EomNY      2     0.6086     0.6550
  240_F_302675544_dOeMVi8krHDo      2     0.5350     0.5509
  240_F_302675544_dOeMVi8krHDo      1     0.5523     0.5523
  240_F_302675562_a0VAzbCJRFNW      2     0.5191     0.5600
  240_F_302675562_a0VAzbCJRFNW      2     0.5197     0.5589
  240_F_302675605_c5ixXop5Z27Y      2     0.5675     0.5812
  240_F_302675605_c5ixXop5Z27Y      2     0.5684     0.5823
  240_F_311446508_UHc1pWntrEKI      2     0.4917     0.5047
  240_F_311446508_UHc1pWntrEKI      2     0.4917     0.5047
  240_F_311446544_SpoyPnpAxlb7      0     0.0000     0.0000
  240_F_313165893_l17vHX4RBVkA      1     0.5260     0.5260
  240_F_313165893_l17vHX4RBVkA      1     0.5376     0.5376
  240_F_313614827_s4CutXhhvUvq      4     0.5018     0.5209
  240_F_313614827_s4CutXhhvUvq      2     0.5199     0.5236
  240_F_314595414_ywJehivWZKSE      3     0.4806     0.5260
  240_F_315095284_Bi28XJods1z1      0     0.0000     0.0000
  240_F_315095284_Bi28XJods1z1      0     0.0000     0.0000
  240_F_316302986_RaBM9WTta2SO      3     0.4584     0.4623
  240_F_316302986_RaBM9WTta2SO      3     0.4570     0.4623
  240_F_318895063_R3kwN5tmDFXt      1     0.4551     0.4551
  240_F_318895063_R3kwN5tmDFXt      1     0.4551     0.4551
  240_F_318895350_Qah42iBCjIFb     10     0.5296     0.5990
  240_F_318895350_Qah42iBCjIFb     11     0.5261     0.5921
  240_F_322084802_XxXd85uwa6Hk      8     0.5630     0.6492
  240_F_322084802_XxXd85uwa6Hk     10     0.5578     0.6444
  240_F_323769192_bgmmPMLZpelx      1     0.6329     0.6329
  240_F_323769192_bgmmPMLZpelx      1     0.6335     0.6335
  240_F_323769228_NzFVkCxHSyCs      1     0.5307     0.5307
  240_F_323769228_NzFVkCxHSyCs      1     0.5322     0.5322
  240_F_336427229_sX8RjyocPmJN     10     0.4955     0.5439
  240_F_336427229_sX8RjyocPmJN     10     0.4951     0.5441
  240_F_396535141_4IdzQZnHN8eE      2     0.5720     0.6227
  240_F_396535141_4IdzQZnHN8eE      2     0.5678     0.6144
  240_F_396535584_ziis5nT5i3h3     25     0.5351     0.6483
  240_F_396535584_ziis5nT5i3h3     26     0.5360     0.6479
  240_F_396535766_Z2hqdgQhVM9T     17     0.5509     0.6700
  240_F_396535766_Z2hqdgQhVM9T     16     0.5489     0.6700
  240_F_396535796_LQaKFY9ZoBGH      6     0.5510     0.6050
  240_F_427857448_nvPH1PwDzFBJ     13     0.5049     0.5528
  240_F_427857448_nvPH1PwDzFBJ     14     0.5031     0.5528
  240_F_427857474_BChX1pSYlfjF     42     0.5325     0.6072
  240_F_427857474_BChX1pSYlfjF     42     0.5325     0.6070
  240_F_427857506_Lg15gXNdQM0i     10     0.5103     0.5709
  240_F_427857506_Lg15gXNdQM0i     10     0.5103     0.5709
  240_F_427857736_BFGLmVBETUiT      0     0.0000     0.0000
  240_F_427857765_Q8Xes7gDCQ7O      0     0.0000     0.0000
  240_F_427857765_Q8Xes7gDCQ7O      0     0.0000     0.0000
  240_F_463103593_IJDrRrYeScSf      0     0.0000     0.0000
  240_F_467509272_bAIsmTDHgerv      7     0.5161     0.5822
  240_F_467509272_bAIsmTDHgerv      7     0.5202     0.5938
  240_F_621213903_SBHsy38t0vJN      0     0.0000     0.0000
  240_F_72644822_xw8H0BORb5C4r      1     0.4836     0.4836
  240_F_72644822_xw8H0BORb5C4r      1     0.4836     0.4836
  240_F_72684199_go7Y3a1x3zMZI     32     0.5312     0.6478
  240_F_72684199_go7Y3a1x3zMZI     32     0.5313     0.6478
  240_F_72988752_nQHg9YUwPq2oZ      0     0.0000     0.0000
  240_F_72988752_nQHg9YUwPq2oZ      0     0.0000     0.0000
  240_F_72988783_T1AHgT38QpT2p      0     0.0000     0.0000
  240_F_72988783_T1AHgT38QpT2p      0     0.0000     0.0000
  240_F_72988845_649MKjGxPkoGq      0     0.0000     0.0000
  240_F_72988845_649MKjGxPkoGq      0     0.0000     0.0000
  240_F_72989343_lXPNBdDwSJwup      0     0.0000     0.0000
  240_F_72989343_lXPNBdDwSJwup      0     0.0000     0.0000
  240_F_94529112_BCEF0hlHJLIE5      3     0.4942     0.5131
  240_F_94529112_BCEF0hlHJLIE5      3     0.4942     0.5131
  24_jpg.rf.2gWcWxMaHxwdE7Qs1T      0     0.0000     0.0000
  24_jpg.rf.MiKXPLIHwsxbLIf3at      0     0.0000     0.0000
  24_jpg.rf.ZCU85kVLoGKXtgl8ED      0     0.0000     0.0000
  24e62273ac6dd1ea3e6a7bcb7601      0     0.0000     0.0000
  254965218_1553247338388982_7      6     0.4784     0.5149
  254faf33baab437aa42c2b6154a4      1     0.5493     0.5493
  25_jpg.rf.PJCW5bprbOhWwyOaTU      5     0.5666     0.6152
  25_jpg.rf.aDlPCJkiV3tFymMzXo      5     0.5799     0.6831
  25_jpg.rf.rmzcFzli4M2R5QwUqa      4     0.6047     0.6461
  26_jpg.rf.RyVoSXRT7aYWBdgxIc      3     0.6695     0.7172
  26_jpg.rf.yELG4VOLmix2Bstfs1      2     0.6236     0.6481
  275px-Crocus_sativus1_jpg.rf      2     0.5909     0.5967
  27_jpg.rf.9i7tRLlccM2fxGWud3      3     0.5942     0.6309
  27_jpg.rf.U1pox64unr8pP4yyvu      5     0.6039     0.6561
  28_jpg.rf.1tCy0Bzvy2JJRESN2h      1     0.5777     0.5777
  28_jpg.rf.Ef29lRND6YmpQKVyZc      2     0.6113     0.6125
  28_jpg.rf.Y2w5Y74Aw0EfEBYqnO      1     0.5696     0.5696
  2911550427_e00c9ce0bd_c_jpg.      5     0.4951     0.5364
  29_jpg.rf.3tOunvgDkvGtIBqhxg      1     0.5009     0.5009
  2_jpg.rf.IyuvSc5Cv0RPFNIQO8Q      1     0.4822     0.4822
  2ca814f18a2de238958006035887      0     0.0000     0.0000
  2d11bdac2bca6266ed62e4c39bc6      2     0.5061     0.5553
  2d9da9badd0de4573145644fa01f      0     0.0000     0.0000
  30_jpg.rf.PZXhjC9xjWuscZn1Tf     26     0.6501     0.7171
  317089179-198122522698619-44      6     0.5300     0.6360
  317322362-198122616031943-44      1     0.4890     0.4890
  317322772-198122806031924-89      4     0.5414     0.5920
  317424378-198122746031930-64      0     0.0000     0.0000
  31_jpg.rf.LXELzKtcgI0hQsfzVa      1     0.6116     0.6116
  31_jpg.rf.b79sh48ffImZWOKb6r      5     0.5945     0.6187
  31_jpg.rf.bDP2Z9cVHwjdV0648R      2     0.6145     0.6182
  32_jpg.rf.zZ3XGDoLiTUCZa8niK      6     0.6028     0.6335
  332364_jpg.rf.zSwuHwpYQKHSsi      3     0.6054     0.6820
  334_jpg.rf.zcqR5bopnmYH9dfHQ      4     0.5257     0.6373
  336340_jpg.rf.7za6wjQgnQu1ks      0     0.0000     0.0000
  33_jpg.rf.YsGF6QygJEizQdIkag     17     0.5398     0.6620
  33_jpg.rf.v4z8oEi5zim3X38NPa     14     0.5576     0.6463
  33_jpg.rf.xcUbwigKFlyO3fMO6p     12     0.5481     0.6635
  34_jpg.rf.8THughgyjkUl05OnRM      5     0.5294     0.5815
  34_jpg.rf.KTSlS68MH0yOdp1IMc     22     0.5570     0.6240
  34_jpg.rf.wVAWUqGMlUgumKgCSz     12     0.5710     0.6885
  35_jpg.rf.q3VwLt0wFjItX8cXGF     23     0.5487     0.6072
  360_F_29220899_nf4pp1QkUIzca      0     0.0000     0.0000
  360_F_300751992_QCgmM5hVlMfG      0     0.0000     0.0000
  360_F_436192908_beIjrqhLoJnY      0     0.0000     0.0000
  360_F_540830240_0R478fmmvGBG      1     0.5475     0.5475
  360_F_599296170_bGcuUTM11GIj      5     0.5196     0.5679
  360_F_621209261_xH6r2d46XAiJ      0     0.0000     0.0000
  360_F_812075769_pyVk9oRR2QqT      0     0.0000     0.0000
  36100-36100-image-36100-saff     29     0.5409     0.6207
  36_jpg.rf.AcEiNZoE3hgSrxpHUA      3     0.5970     0.6171
  36_jpg.rf.CjLOSm5DG03NPTmy5S      0     0.0000     0.0000
  36_jpg.rf.oLvnCC9hN6UKlMd0kA      0     0.0000     0.0000
  370255243_jpg.rf.QRQQvzXgHMz      2     0.5195     0.5246
  38_jpg.rf.2SWpUVbDmiKHHpAwIb      9     0.6066     0.6929
  38_jpg.rf.8hfqM9qHmV8NXhrZKV      8     0.5906     0.6748
  38_jpg.rf.u6oXIemO8nA66hUUdY      7     0.6041     0.6397
  3917990cd15c234798ac3cd2c1b3      0     0.0000     0.0000
  39_jpg.rf.3LagrUglFiWb2THkJ7      0     0.0000     0.0000
  39_jpg.rf.DwbMuoIhO1SQ4QIEsC      0     0.0000     0.0000
  39_jpg.rf.SelocAnrswyaYFxVXJ      0     0.0000     0.0000
  3_jpg.rf.ehTmU6xm4tuMY9HA46P     12     0.5317     0.5955
  3d9042ea7dff353d5e121827290a      1     0.5162     0.5162
  40_jpg.rf.M0bWR0Hoz1Uzo2hEhi      2     0.5580     0.6208
  41_jpg.rf.fTcsz8LIfk0oxVpyhp      3     0.6206     0.6686
  41_jpg.rf.wRXIhSgB7UhyHmVRMI      4     0.5926     0.6854
  42_jpg.rf.IkUmsFH963W9dZYK0i      2     0.6426     0.6825
  42_jpg.rf.cG3r0oJz7iGcVyQmcn      4     0.5614     0.6115
  42_jpg.rf.iqI6IU2r4s22vz0YcX      5     0.5586     0.5954
  43_jpg.rf.4YvrEU4m5MzJavcPoV      0     0.0000     0.0000
  43_jpg.rf.NB13A2rWzvG7Vm1bLF      1     0.5486     0.5486
  43_jpg.rf.PYsolYl0KVPGKLKFL2      2     0.5780     0.5783
  44_jpg.rf.Be3xg4sGQJNR9KSikM     23     0.6170     0.6929
  44_jpg.rf.hl0H7aT6NBwUXIIYWl     24     0.6117     0.6878
  44_jpg.rf.kax17a852IdlS03AYC     24     0.6232     0.6929
  45_jpg.rf.bondT3QKDPG4MjhMCF      8     0.5875     0.6659
  45_jpg.rf.chShuw5NnAq1IgqqdF      7     0.5897     0.6481
  45_jpg.rf.gAo3nTOZ7TrelmYnVM      9     0.5861     0.6705
  469841c152a954c2de48b7f699f6      1     0.4523     0.4523
  46_jpg.rf.QycRNA6lfWzdSuufyG     12     0.5593     0.6082
  46_jpg.rf.hKaBjRd8uxWh7LzAUu     18     0.6391     0.7172
  46_jpg.rf.xBogKQZhQGCRyXztFD     16     0.6560     0.7184
  47_jpg.rf.KRsbLG0Ac9p7fNAWkU     25     0.6037     0.6766
  48-486076_saffron-is-a-spice      0     0.0000     0.0000
  48_jpg.rf.KVIGYhpEU2T9Az7uRw      1     0.5890     0.5890
  48_jpg.rf.P8kBtqWyGTvmPuG4fI      0     0.0000     0.0000
  48_jpg.rf.qAgF701W2QRwE57XtA      1     0.5701     0.5701
  4_jpg.rf.HikkwFOSQ7Ap1kHVEpV     21     0.6031     0.6884
  5011b234c3f9b17fc42c0657f0a0      1     0.5405     0.5405
  50_jpg.rf.h2L3SzeetyzhgisQdu     17     0.6082     0.6900
  56d560539102c4b95a396951cf9b      8     0.5648     0.5898
  584a2dfd23eb29a95da98ae9ff96      0     0.0000     0.0000
  5_jpg.rf.OtL9krcUdtHjIbT5EpG      6     0.5074     0.5130
  6-EXPERIENCE_webp.rf.5TKMIjU      0     0.0000     0.0000
  61JDmhv9dVL-_AC_UF894-1000_Q     11     0.5273     0.5926
  61xwtg987NL-_AC_UF894-1000_Q      0     0.0000     0.0000
  62cbab8defabcfeac0a581887ced      9     0.5305     0.5520
  63726d3abeda02abda52d7ddf17a      0     0.0000     0.0000
  644609bf49f0c8cf2fecb5012462      1     0.5113     0.5113
  650_jpg.rf.bDMyzlg2Ewn4ya2Hq      1     0.5646     0.5646
  68330aab6e96e95af747a549dd7a      0     0.0000     0.0000
  6f2a35007f17092c77a8731517a3      6     0.5364     0.5652
  7499156_orig_jpg.rf.kRpFruUg      4     0.5603     0.5964
  75e79bea8412e2f02c83ebdb1e02      1     0.4635     0.4635
  7_jpg.rf.Ng2ruWBGR4nkrwnhyBT      1     0.6714     0.6714
  7c37f62ed4221bc153be99a3cb5c      0     0.0000     0.0000
  7ec3adeebee0118e522fddc5aad3      7     0.4685     0.4881
  84ca5523ae2d3ec1c4bb359c0f81      8     0.5573     0.6389
  85c55e84e87dac5ab72886668690      1     0.4939     0.4939
  882505a419b5b39cea5e81990784      0     0.0000     0.0000
  898c43ab1cf438f8de6323f867dc      1     0.5157     0.5157
  8_jpg.rf.CUF8xqk56VY4LAabiGG      0     0.0000     0.0000
  8af2e63024a763d6cc9e4517f5e2      3     0.5792     0.6122
  8dc9ef25ef06cd45bdd178f9027a      0     0.0000     0.0000
  8ecc2d1182fabead2fe3c88b9939     17     0.5017     0.5390
  9140459188b640ccc7db07578ef4     24     0.5306     0.6267
  9346e31df5e19b1255055d3abc3e      8     0.4977     0.5650
  93e59a5d26672c7f03882ca9119f      1     0.4850     0.4850
  95c9011c2944732cd171540beee2      1     0.5421     0.5421
  96b756987a45d4260bebc1bf3353      0     0.0000     0.0000
  99197694339bacd19a7820ee0ab6      0     0.0000     0.0000
  991f2cdc45dc8130ca139a5b15f1      8     0.5050     0.5679
  9_jpg.rf.39EuMSW0MtY8SyhUSeq      2     0.5108     0.5574
  9_jpg.rf.ViHcmimrEMZxx4hY0RY      1     0.5600     0.5600
  9c073256657fe96e801420e077db      4     0.5632     0.5753
  9ddb6b2e8f36f9b46f1a113dd5ea      2     0.5319     0.5439
  Crocus-Safron_webp.rf.oAxLOH      3     0.5301     0.5681
  Crocus-sativus_jpg.rf.v55UpY     12     0.6267     0.6778
  Crocus_Sativus_517649629-SHU     13     0.5255     0.5698
  Crocus_sativus1_jpg.rf.jr4Ut      4     0.5574     0.6437
  Growing-Saffron-Saffron-Flow      0     0.0000     0.0000
  IMG_0233xgn_jpg.rf.pYxXxtqKY      7     0.5114     0.5790
  Image_101_jpg.rf.EchgP3GAN4P      1     0.6844     0.6844
  Image_102_jpg.rf.SXoPazkK0WX      1     0.4662     0.4662
  Image_104_jpg.rf.5pe3mbTRxDi      0     0.0000     0.0000
  Image_105_jpg.rf.OBupXQwrvlP     13     0.4996     0.5507
  Image_106_jpg.rf.41N2Bhlesqk      3     0.5884     0.6360
  Image_107_jpg.rf.HH9Nz7jwtID      0     0.0000     0.0000
  Image_108_jpg.rf.ZKLKin09TTo     30     0.5577     0.6893
  Image_109_jpg.rf.5mj4A0H9tb9     12     0.6405     0.6910
  Image_10_jpg.rf.wl3DcpPvK0Fi      1     0.6443     0.6443
  Image_110_jpg.rf.KNWHzGugMu7     10     0.6133     0.6802
  Image_111_jpg.rf.J00nwHc5tNH      4     0.5343     0.5605
  Image_112_jpg.rf.p9K7nhdx6eS     11     0.5540     0.5947
  Image_113_jpg.rf.pNd4QSkyqK5     18     0.5694     0.7148
  Image_114_jpg.rf.66ZVsRxqDKP     36     0.5247     0.6556
  Image_116_jpg.rf.BHNrurbIV3Y      0     0.0000     0.0000
  Image_117_jpg.rf.RhR9DwrzSaB      2     0.4996     0.5037
  Image_118_jpg.rf.IA5KUjhBRPN      8     0.5579     0.6271
  Image_119_jpg.rf.wEfyYnxUkbs      4     0.5394     0.5722
  Image_11_jpg.rf.ugZaSCbtIAgO      3     0.5573     0.5807
  Image_120_jpg.rf.GnBVqnJanbW      7     0.5283     0.5935
  Image_121_jpg.rf.AVyccaWUJuj      1     0.5129     0.5129
  Image_122_jpg.rf.vRqtUBYxubQ      5     0.5136     0.5533
  Image_123_jpg.rf.wxwv6dlsIh7      0     0.0000     0.0000
  Image_124_jpg.rf.rdbCk2owkYP     15     0.5850     0.6773
  Image_125_jpg.rf.aa7cpx7K9X8      0     0.0000     0.0000
  Image_126_jpg.rf.CTZ8d3VNoDX      5     0.5370     0.5959
  Image_127_jpg.rf.LccIpdsTctD      7     0.5119     0.5275
  Image_128_jpg.rf.A288RXnbdwe      5     0.6115     0.6458
  Image_129_jpg.rf.KbrRByshD7d      0     0.0000     0.0000
  Image_12_jpg.rf.iamGRq8ZstEd      1     0.5423     0.5423
  Image_130_jpg.rf.nlf9GJ9UgLb      0     0.0000     0.0000
  Image_131_jpg.rf.uTbafaQcyhN      0     0.0000     0.0000
  Image_132_jpg.rf.r5E9R55Ax5v      1     0.4584     0.4584
  Image_133_jpg.rf.ArnBqVdUXmH      1     0.4713     0.4713
  Image_134_jpg.rf.mjcK32ElmCk      9     0.5037     0.5469
  Image_135_jpg.rf.63YZt5Z7tBz      0     0.0000     0.0000
  Image_136_jpg.rf.2Tq3TUz3G3H      2     0.5161     0.5560
  Image_137_jpg.rf.ZuUCDIHVvVh      0     0.0000     0.0000
  Image_138_jpeg.rf.c7CXoYotoK     10     0.5055     0.5588
  Image_139_jpg.rf.GlOqjsA2OPz      3     0.4838     0.5288
