Saffron Detection Run — 20260523_222037
Mode            : real
Scenes          : 1111
Total detected  : 6338
Mean detected   : 5.7
Mean avg score  : 0.4203
Highest score   : 0.8172
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  240_F_125576825_PCQ0qfxZi9b9     20     0.6106     0.7227
  240_F_125576825_PCQ0qfxZi9b9     24     0.6118     0.7224
  240_F_125787151_dCW6QpMab5zK     39     0.5148     0.6623
  240_F_125787324_OrwFI4uq8lFw     13     0.5396     0.6337
  240_F_125787324_OrwFI4uq8lFw     12     0.5452     0.6408
  240_F_126094061_qHAnDtHwM9EZ      1     0.6100     0.6100
  240_F_126096265_Z1SjGEEKauTd      2     0.4912     0.4928
  240_F_126096351_WczvcXoaoC7J      3     0.5165     0.5529
  240_F_126096351_WczvcXoaoC7J      3     0.5161     0.5529
  240_F_126931469_6QzVesVxLbyP     12     0.5243     0.6378
  240_F_126931469_6QzVesVxLbyP     12     0.5224     0.6378
  240_F_128165250_wuTWoJghKsLk      5     0.4797     0.4902
  240_F_128165250_wuTWoJghKsLk      5     0.4807     0.4918
  240_F_134447713_A1Ys1wvWqNoM     32     0.6244     0.7401
  240_F_134447793_EnhBk05fYouw      1     0.4861     0.4861
  240_F_134447793_EnhBk05fYouw      1     0.4875     0.4875
  240_F_179442236_hSCIuD62p7fp      8     0.5788     0.6801
  240_F_179442236_hSCIuD62p7fp      8     0.5786     0.6801
  240_F_179442315_kToephS8Z9Ff      4     0.4937     0.5306
  240_F_179442315_kToephS8Z9Ff      4     0.4990     0.5519
  240_F_179442320_cIhjlhyBfPqh     16     0.5617     0.6413
  240_F_179442596_n2u4nbR8CAAy      6     0.4851     0.5129
  240_F_179442596_n2u4nbR8CAAy      6     0.4851     0.5129
  240_F_179442724_A4shTwPzDL5Q      7     0.5506     0.5995
  240_F_179442724_A4shTwPzDL5Q      7     0.5512     0.5995
  240_F_179442793_j2mma4bChqwf      3     0.4775     0.5104
  240_F_179442793_j2mma4bChqwf      3     0.4774     0.5104
  240_F_179442854_YgrEC199KEza      0     0.0000     0.0000
  240_F_179442854_YgrEC199KEza      0     0.0000     0.0000
  240_F_179442939_vLS1fyXiwdDs     17     0.5454     0.6197
  240_F_179443021_iOzuwC4NpATp      7     0.5892     0.6737
  240_F_179443109_xQXXKkvEWBer      6     0.5810     0.6369
  240_F_179443109_xQXXKkvEWBer      6     0.5793     0.6369
  240_F_179443175_RB0e5QYJb2aA      9     0.5398     0.6190
  240_F_179443316_6c16ivU92VGk     10     0.5792     0.6498
  240_F_179443325_g1FwrwFR1mOj     11     0.5354     0.6470
  240_F_179443799_XmfivqHXN3oI      1     0.4992     0.4992
  240_F_179443799_XmfivqHXN3oI      1     0.4992     0.4992
  240_F_179444028_vq0kbJ173S1a      0     0.0000     0.0000
  240_F_179444028_vq0kbJ173S1a      0     0.0000     0.0000
  240_F_179444537_S6m77gNelUTs      1     0.4938     0.4938
  240_F_179444537_S6m77gNelUTs      1     0.4938     0.4938
  240_F_179444648_9u3ScPfG6O1O      4     0.5810     0.6128
  240_F_179444648_9u3ScPfG6O1O      3     0.5694     0.6076
  240_F_179444717_hgbiLeDkcIBu      7     0.5373     0.5943
  240_F_179444717_hgbiLeDkcIBu      7     0.5366     0.5943
  240_F_229425327_mzgM6Q8AmykF     14     0.5667     0.6001
  240_F_229428737_XnBSJi3dEqBD      8     0.5643     0.6276
  240_F_229428758_F3opSdVHedBP      0     0.0000     0.0000
  240_F_233532094_C7U4853pL0OF      6     0.4952     0.5606
  240_F_233532094_C7U4853pL0OF      6     0.4952     0.5605
  240_F_236280154_O6B0AgQll63D      0     0.0000     0.0000
  240_F_236280154_O6B0AgQll63D      0     0.0000     0.0000
  240_F_237489282_sboy2EVsB9Gq      1     0.4988     0.4988
  240_F_237718412_wiVSHkxq5xL5      3     0.4857     0.5058
  240_F_237718412_wiVSHkxq5xL5      3     0.4857     0.5058
  240_F_238867184_qVGH3HT5M9AE      4     0.5822     0.6795
  240_F_238867184_qVGH3HT5M9AE      4     0.5850     0.6848
  240_F_248928189_zvYNxNsswPjE      0     0.0000     0.0000
  240_F_262745847_nMhYsQOCzCMd      0     0.0000     0.0000
  240_F_262745925_pwwfnZG6vRJP      4     0.4740     0.4873
  240_F_276069776_KihDnsUmOQ0a      6     0.5091     0.5998
  240_F_276069776_KihDnsUmOQ0a      6     0.5094     0.5998
  240_F_276069816_mwal87gatkAn     10     0.5175     0.5677
  240_F_276069816_mwal87gatkAn     10     0.5175     0.5677
  240_F_291291202_2vlaU0r33GEp      3     0.5489     0.5830
  240_F_291291306_pbJQhqoPfgZO      0     0.0000     0.0000
  240_F_291291306_pbJQhqoPfgZO      0     0.0000     0.0000
  240_F_296545708_jGH52yxeGaUG      6     0.5419     0.5667
  240_F_296545708_jGH52yxeGaUG      6     0.5413     0.5654
  240_F_296545772_g7fYX0dbPbnV     13     0.6233     0.6835
  240_F_296545772_g7fYX0dbPbnV     13     0.6236     0.6849
  240_F_301814549_wpa7RPxycIFY     15     0.5750     0.7004
  240_F_301814762_HTDn3Wi62dDH     15     0.6163     0.6995
  240_F_301814762_HTDn3Wi62dDH     14     0.6182     0.6995
  240_F_301814767_rP6ZKhks5U0Q     22     0.6075     0.7123
  240_F_301814767_rP6ZKhks5U0Q     21     0.6052     0.7121
  240_F_302675349_LXEahpnzEiGD      0     0.0000     0.0000
  240_F_302675349_LXEahpnzEiGD      0     0.0000     0.0000
  240_F_302675497_qdrbQx6EomNY      2     0.6041     0.6582
  240_F_302675497_qdrbQx6EomNY      2     0.6095     0.6685
  240_F_302675544_dOeMVi8krHDo      2     0.5696     0.5874
  240_F_302675544_dOeMVi8krHDo      1     0.5884     0.5884
  240_F_302675562_a0VAzbCJRFNW      2     0.4975     0.5352
  240_F_302675562_a0VAzbCJRFNW      2     0.4989     0.5353
  240_F_302675605_c5ixXop5Z27Y      2     0.5611     0.5893
  240_F_302675605_c5ixXop5Z27Y      2     0.5600     0.5888
  240_F_311446508_UHc1pWntrEKI      2     0.4785     0.4936
  240_F_311446508_UHc1pWntrEKI      2     0.4785     0.4936
  240_F_311446544_SpoyPnpAxlb7      0     0.0000     0.0000
  240_F_313165893_l17vHX4RBVkA      2     0.5078     0.5581
  240_F_313165893_l17vHX4RBVkA      2     0.5200     0.5824
  240_F_313614827_s4CutXhhvUvq      5     0.5285     0.5610
  240_F_313614827_s4CutXhhvUvq      3     0.5287     0.5596
  240_F_314595414_ywJehivWZKSE      5     0.4855     0.5139
  240_F_315095284_Bi28XJods1z1      0     0.0000     0.0000
  240_F_315095284_Bi28XJods1z1      0     0.0000     0.0000
  240_F_316302986_RaBM9WTta2SO      3     0.4629     0.4686
  240_F_316302986_RaBM9WTta2SO      4     0.4620     0.4745
  240_F_318895063_R3kwN5tmDFXt      0     0.0000     0.0000
  240_F_318895063_R3kwN5tmDFXt      0     0.0000     0.0000
  240_F_318895350_Qah42iBCjIFb      9     0.5537     0.6090
  240_F_318895350_Qah42iBCjIFb     10     0.5510     0.6007
  240_F_322084802_XxXd85uwa6Hk      8     0.5836     0.7152
  240_F_322084802_XxXd85uwa6Hk     10     0.5751     0.7122
  240_F_323769192_bgmmPMLZpelx      1     0.6326     0.6326
  240_F_323769192_bgmmPMLZpelx      1     0.6279     0.6279
  240_F_323769228_NzFVkCxHSyCs      1     0.5343     0.5343
  240_F_323769228_NzFVkCxHSyCs      1     0.5504     0.5504
  240_F_336427229_sX8RjyocPmJN     10     0.5021     0.5362
  240_F_336427229_sX8RjyocPmJN     10     0.5018     0.5322
  240_F_396535141_4IdzQZnHN8eE      3     0.5260     0.6001
  240_F_396535141_4IdzQZnHN8eE      3     0.5223     0.5901
  240_F_396535584_ziis5nT5i3h3     25     0.5324     0.6459
  240_F_396535584_ziis5nT5i3h3     26     0.5328     0.6456
  240_F_396535766_Z2hqdgQhVM9T     17     0.5543     0.6336
  240_F_396535766_Z2hqdgQhVM9T     16     0.5499     0.6336
  240_F_396535796_LQaKFY9ZoBGH      7     0.5453     0.6052
  240_F_427857448_nvPH1PwDzFBJ     13     0.4955     0.5467
  240_F_427857448_nvPH1PwDzFBJ     14     0.4941     0.5467
  240_F_427857474_BChX1pSYlfjF     43     0.5237     0.6052
  240_F_427857474_BChX1pSYlfjF     43     0.5237     0.6061
  240_F_427857506_Lg15gXNdQM0i      9     0.5079     0.5566
  240_F_427857506_Lg15gXNdQM0i      9     0.5079     0.5566
  240_F_427857736_BFGLmVBETUiT      0     0.0000     0.0000
  240_F_427857765_Q8Xes7gDCQ7O      0     0.0000     0.0000
  240_F_427857765_Q8Xes7gDCQ7O      0     0.0000     0.0000
  240_F_463103593_IJDrRrYeScSf      0     0.0000     0.0000
  240_F_467509272_bAIsmTDHgerv      8     0.5266     0.6173
  240_F_467509272_bAIsmTDHgerv      8     0.5369     0.6189
  240_F_621213903_SBHsy38t0vJN      0     0.0000     0.0000
  240_F_72644822_xw8H0BORb5C4r      1     0.5156     0.5156
  240_F_72644822_xw8H0BORb5C4r      1     0.5156     0.5156
  240_F_72684199_go7Y3a1x3zMZI     32     0.5310     0.6536
  240_F_72684199_go7Y3a1x3zMZI     32     0.5309     0.6536
  240_F_72988752_nQHg9YUwPq2oZ      0     0.0000     0.0000
  240_F_72988752_nQHg9YUwPq2oZ      0     0.0000     0.0000
  240_F_72988783_T1AHgT38QpT2p      0     0.0000     0.0000
  240_F_72988783_T1AHgT38QpT2p      0     0.0000     0.0000
  240_F_72988845_649MKjGxPkoGq      0     0.0000     0.0000
  240_F_72988845_649MKjGxPkoGq      0     0.0000     0.0000
  240_F_72989343_lXPNBdDwSJwup      0     0.0000     0.0000
  240_F_72989343_lXPNBdDwSJwup      0     0.0000     0.0000
  240_F_94529112_BCEF0hlHJLIE5      3     0.4862     0.5090
  240_F_94529112_BCEF0hlHJLIE5      3     0.4862     0.5090
  24_jpg.rf.2gWcWxMaHxwdE7Qs1T      0     0.0000     0.0000
  24_jpg.rf.MiKXPLIHwsxbLIf3at      0     0.0000     0.0000
  24_jpg.rf.ZCU85kVLoGKXtgl8ED      0     0.0000     0.0000
  24e62273ac6dd1ea3e6a7bcb7601      0     0.0000     0.0000
  254965218_1553247338388982_7      6     0.4755     0.5067
  254faf33baab437aa42c2b6154a4      1     0.5391     0.5391
  25_jpg.rf.PJCW5bprbOhWwyOaTU      5     0.5765     0.6033
  25_jpg.rf.aDlPCJkiV3tFymMzXo      5     0.6223     0.6677
  25_jpg.rf.rmzcFzli4M2R5QwUqa      4     0.6077     0.6287
  26_jpg.rf.RyVoSXRT7aYWBdgxIc      3     0.6487     0.7083
  26_jpg.rf.yELG4VOLmix2Bstfs1      2     0.6117     0.6333
  275px-Crocus_sativus1_jpg.rf      2     0.5856     0.6064
  27_jpg.rf.9i7tRLlccM2fxGWud3      3     0.6144     0.6476
  27_jpg.rf.U1pox64unr8pP4yyvu      5     0.6086     0.6452
  28_jpg.rf.1tCy0Bzvy2JJRESN2h      1     0.5542     0.5542
  28_jpg.rf.Ef29lRND6YmpQKVyZc      2     0.6445     0.6723
  28_jpg.rf.Y2w5Y74Aw0EfEBYqnO      1     0.5897     0.5897
  2911550427_e00c9ce0bd_c_jpg.      4     0.5079     0.5376
  29_jpg.rf.3tOunvgDkvGtIBqhxg      1     0.4940     0.4940
  2_jpg.rf.IyuvSc5Cv0RPFNIQO8Q      1     0.5142     0.5142
  2ca814f18a2de238958006035887      0     0.0000     0.0000
  2d11bdac2bca6266ed62e4c39bc6      2     0.4743     0.4981
  2d9da9badd0de4573145644fa01f      0     0.0000     0.0000
  2f6d425ae3decc50ad625e90fb31      0     0.0000     0.0000
  30_jpg.rf.PZXhjC9xjWuscZn1Tf     26     0.6719     0.7320
  317089179-198122522698619-44      6     0.5482     0.6360
  317322362-198122616031943-44      1     0.5586     0.5586
  317322772-198122806031924-89      4     0.5422     0.6064
  317424378-198122746031930-64      0     0.0000     0.0000
  31_jpg.rf.LXELzKtcgI0hQsfzVa      1     0.6360     0.6360
  31_jpg.rf.b79sh48ffImZWOKb6r      5     0.5812     0.6272
  31_jpg.rf.bDP2Z9cVHwjdV0648R      2     0.6286     0.6574
  32_jpg.rf.zZ3XGDoLiTUCZa8niK      6     0.6039     0.6401
  332364_jpg.rf.zSwuHwpYQKHSsi      3     0.6079     0.6659
  334_jpg.rf.zcqR5bopnmYH9dfHQ      3     0.5401     0.6129
  336340_jpg.rf.7za6wjQgnQu1ks      0     0.0000     0.0000
  33_jpg.rf.YsGF6QygJEizQdIkag     16     0.5432     0.6812
  33_jpg.rf.v4z8oEi5zim3X38NPa     14     0.5615     0.6522
  33_jpg.rf.xcUbwigKFlyO3fMO6p     12     0.5514     0.6630
  34_jpg.rf.8THughgyjkUl05OnRM      4     0.5242     0.5810
  34_jpg.rf.KTSlS68MH0yOdp1IMc     21     0.5594     0.6141
  34_jpg.rf.wVAWUqGMlUgumKgCSz     13     0.5645     0.7044
  35_jpg.rf.q3VwLt0wFjItX8cXGF     23     0.5624     0.6201
  360_F_29220899_nf4pp1QkUIzca      0     0.0000     0.0000
  360_F_300751992_QCgmM5hVlMfG      0     0.0000     0.0000
  360_F_436192908_beIjrqhLoJnY      0     0.0000     0.0000
  360_F_540830240_0R478fmmvGBG      1     0.5218     0.5218
  360_F_599296170_bGcuUTM11GIj      5     0.5065     0.5471
  360_F_621209261_xH6r2d46XAiJ      0     0.0000     0.0000
  360_F_812075769_pyVk9oRR2QqT      1     0.4570     0.4570
  36100-36100-image-36100-saff     29     0.5566     0.6255
  36_jpg.rf.AcEiNZoE3hgSrxpHUA      3     0.6033     0.6091
  36_jpg.rf.CjLOSm5DG03NPTmy5S      0     0.0000     0.0000
  36_jpg.rf.oLvnCC9hN6UKlMd0kA      0     0.0000     0.0000
  370255243_jpg.rf.QRQQvzXgHMz      2     0.5282     0.5305
  38_jpg.rf.2SWpUVbDmiKHHpAwIb      9     0.6277     0.6968
  38_jpg.rf.8hfqM9qHmV8NXhrZKV      8     0.6077     0.6532
  38_jpg.rf.u6oXIemO8nA66hUUdY      7     0.6365     0.7092
  3917990cd15c234798ac3cd2c1b3      0     0.0000     0.0000
  39_jpg.rf.3LagrUglFiWb2THkJ7      0     0.0000     0.0000
  39_jpg.rf.DwbMuoIhO1SQ4QIEsC      0     0.0000     0.0000
  39_jpg.rf.SelocAnrswyaYFxVXJ      0     0.0000     0.0000
  3_jpg.rf.ehTmU6xm4tuMY9HA46P     12     0.5397     0.6095
  3d9042ea7dff353d5e121827290a      1     0.5069     0.5069
  40_jpg.rf.M0bWR0Hoz1Uzo2hEhi      2     0.5922     0.6534
  41_jpg.rf.fTcsz8LIfk0oxVpyhp      3     0.6170     0.6966
  41_jpg.rf.wRXIhSgB7UhyHmVRMI      4     0.5737     0.6670
  42_jpg.rf.IkUmsFH963W9dZYK0i      2     0.6752     0.6758
  42_jpg.rf.cG3r0oJz7iGcVyQmcn      4     0.5831     0.6629
  42_jpg.rf.iqI6IU2r4s22vz0YcX      5     0.6022     0.6777
  43_jpg.rf.4YvrEU4m5MzJavcPoV      0     0.0000     0.0000
  43_jpg.rf.NB13A2rWzvG7Vm1bLF      1     0.6035     0.6035
  43_jpg.rf.PYsolYl0KVPGKLKFL2      2     0.5921     0.5927
  44_jpg.rf.Be3xg4sGQJNR9KSikM     23     0.6371     0.7038
  44_jpg.rf.hl0H7aT6NBwUXIIYWl     24     0.6298     0.7406
  44_jpg.rf.kax17a852IdlS03AYC     24     0.6437     0.7075
  45_jpg.rf.bondT3QKDPG4MjhMCF      8     0.5847     0.6940
  45_jpg.rf.chShuw5NnAq1IgqqdF      7     0.5886     0.6503
  45_jpg.rf.gAo3nTOZ7TrelmYnVM      9     0.5782     0.6708
  469841c152a954c2de48b7f699f6      1     0.4718     0.4718
  46_jpg.rf.QycRNA6lfWzdSuufyG     12     0.5536     0.5964
  46_jpg.rf.hKaBjRd8uxWh7LzAUu     18     0.6225     0.7375
  46_jpg.rf.xBogKQZhQGCRyXztFD     16     0.6400     0.7341
  47_jpg.rf.KRsbLG0Ac9p7fNAWkU     25     0.6248     0.6935
  48-486076_saffron-is-a-spice      0     0.0000     0.0000
  48_jpg.rf.KVIGYhpEU2T9Az7uRw      1     0.5730     0.5730
  48_jpg.rf.P8kBtqWyGTvmPuG4fI      0     0.0000     0.0000
  48_jpg.rf.qAgF701W2QRwE57XtA      1     0.5976     0.5976
  4_jpg.rf.HikkwFOSQ7Ap1kHVEpV     21     0.6179     0.6950
  4c616773015164b79826b9d7a6de     10     0.5859     0.6561
  5011b234c3f9b17fc42c0657f0a0      1     0.5221     0.5221
  50_jpg.rf.h2L3SzeetyzhgisQdu     17     0.6325     0.7093
  56d560539102c4b95a396951cf9b      8     0.5854     0.6008
  584a2dfd23eb29a95da98ae9ff96      0     0.0000     0.0000
  5_jpg.rf.OtL9krcUdtHjIbT5EpG      6     0.4976     0.5014
  6-EXPERIENCE_webp.rf.5TKMIjU      0     0.0000     0.0000
  61JDmhv9dVL-_AC_UF894-1000_Q     11     0.5358     0.6539
  61xwtg987NL-_AC_UF894-1000_Q      0     0.0000     0.0000
  62cbab8defabcfeac0a581887ced      9     0.5258     0.5415
  63726d3abeda02abda52d7ddf17a      0     0.0000     0.0000
  644609bf49f0c8cf2fecb5012462      1     0.4969     0.4969
  650_jpg.rf.bDMyzlg2Ewn4ya2Hq      1     0.6043     0.6043
  68330aab6e96e95af747a549dd7a      0     0.0000     0.0000
  6f2a35007f17092c77a8731517a3      6     0.5555     0.5986
  7499156_orig_jpg.rf.kRpFruUg      4     0.5843     0.6091
  75e79bea8412e2f02c83ebdb1e02      0     0.0000     0.0000
  7_jpg.rf.Ng2ruWBGR4nkrwnhyBT      1     0.6687     0.6687
  7c37f62ed4221bc153be99a3cb5c      0     0.0000     0.0000
  7ec3adeebee0118e522fddc5aad3      6     0.4627     0.4791
  7edeecb43206e650a36474eb0a4e      6     0.6206     0.6994
  84ca5523ae2d3ec1c4bb359c0f81      8     0.5642     0.6340
  85c55e84e87dac5ab72886668690      1     0.4950     0.4950
  882505a419b5b39cea5e81990784      0     0.0000     0.0000
  898c43ab1cf438f8de6323f867dc      1     0.5186     0.5186
  8_jpg.rf.CUF8xqk56VY4LAabiGG      0     0.0000     0.0000
  8af2e63024a763d6cc9e4517f5e2      3     0.5730     0.6020
  8dc9ef25ef06cd45bdd178f9027a      0     0.0000     0.0000
  8ecc2d1182fabead2fe3c88b9939     17     0.4917     0.5232
  9140459188b640ccc7db07578ef4     24     0.5362     0.6289
  9346e31df5e19b1255055d3abc3e      7     0.5064     0.5911
  93e59a5d26672c7f03882ca9119f      1     0.4633     0.4633
  95c9011c2944732cd171540beee2      1     0.5552     0.5552
  96b756987a45d4260bebc1bf3353      0     0.0000     0.0000
  99197694339bacd19a7820ee0ab6      0     0.0000     0.0000
  991f2cdc45dc8130ca139a5b15f1      8     0.5106     0.5908
  9_jpg.rf.39EuMSW0MtY8SyhUSeq      2     0.5136     0.5748
  9_jpg.rf.ViHcmimrEMZxx4hY0RY      1     0.5506     0.5506
  9c073256657fe96e801420e077db      4     0.5525     0.5590
  9ddb6b2e8f36f9b46f1a113dd5ea      2     0.5373     0.5525
  9fa954be908598a29725bfcce93e      9     0.5148     0.5762
  Crocus-Safron_webp.rf.oAxLOH      3     0.5358     0.5679
  Crocus-sativus_jpg.rf.v55UpY     12     0.6331     0.7033
  Crocus_Sativus_517649629-SHU     13     0.5223     0.5998
  Crocus_sativus1_jpg.rf.jr4Ut      4     0.5544     0.6393
  Growing-Saffron-Saffron-Flow      1     0.4517     0.4517
  IMG_0233xgn_jpg.rf.pYxXxtqKY      6     0.5203     0.6230
  Image_101_jpg.rf.EchgP3GAN4P      1     0.6778     0.6778
  Image_102_jpg.rf.SXoPazkK0WX      1     0.4553     0.4553
  Image_104_jpg.rf.5pe3mbTRxDi      0     0.0000     0.0000
  Image_105_jpg.rf.OBupXQwrvlP     10     0.4963     0.5563
  Image_106_jpg.rf.41N2Bhlesqk      3     0.5894     0.6232
  Image_107_jpg.rf.HH9Nz7jwtID      0     0.0000     0.0000
  Image_108_jpg.rf.ZKLKin09TTo     30     0.5699     0.6904
  Image_109_jpg.rf.5mj4A0H9tb9     12     0.6399     0.7133
  Image_10_jpg.rf.wl3DcpPvK0Fi      1     0.6560     0.6560
  Image_110_jpg.rf.KNWHzGugMu7     10     0.6274     0.6699
  Image_111_jpg.rf.J00nwHc5tNH      4     0.5270     0.5525
  Image_112_jpg.rf.p9K7nhdx6eS     11     0.5563     0.5895
  Image_113_jpg.rf.pNd4QSkyqK5     18     0.5772     0.7184
  Image_114_jpg.rf.66ZVsRxqDKP     35     0.5451     0.6916
  Image_116_jpg.rf.BHNrurbIV3Y      0     0.0000     0.0000
  Image_117_jpg.rf.RhR9DwrzSaB      2     0.5210     0.5220
  Image_118_jpg.rf.IA5KUjhBRPN      8     0.5506     0.6402
  Image_119_jpg.rf.wEfyYnxUkbs      4     0.5229     0.5595
  Image_11_jpg.rf.ugZaSCbtIAgO      3     0.5687     0.6081
  Image_120_jpg.rf.GnBVqnJanbW      7     0.5188     0.6117
  Image_121_jpg.rf.AVyccaWUJuj      1     0.5174     0.5174
  Image_122_jpg.rf.vRqtUBYxubQ      5     0.5112     0.5405
  Image_123_jpg.rf.wxwv6dlsIh7      0     0.0000     0.0000
  Image_124_jpg.rf.rdbCk2owkYP     15     0.5931     0.6750
  Image_125_jpg.rf.aa7cpx7K9X8      0     0.0000     0.0000
  Image_126_jpg.rf.CTZ8d3VNoDX      5     0.5542     0.6396
  Image_127_jpg.rf.LccIpdsTctD      7     0.5035     0.5154
  Image_128_jpg.rf.A288RXnbdwe      5     0.6038     0.6392
  Image_129_jpg.rf.KbrRByshD7d      0     0.0000     0.0000
  Image_12_jpg.rf.iamGRq8ZstEd      1     0.5615     0.5615
  Image_130_jpg.rf.nlf9GJ9UgLb      0     0.0000     0.0000
  Image_131_jpg.rf.uTbafaQcyhN      0     0.0000     0.0000
  Image_132_jpg.rf.r5E9R55Ax5v      1     0.4554     0.4554
  Image_133_jpg.rf.ArnBqVdUXmH      1     0.4599     0.4599
