Saffron Detection Run — 20260526_095617
Mode            : real
Scenes          : 1111
Total detected  : 6236
Mean detected   : 5.6
Mean avg score  : 0.4153
Highest score   : 0.7666
Best scene      : Image_151_jpg.rf.spV9r9WrtXpibKOiJoFo.jpg
Threshold       : 0.45
Ensemble weights: RF=0.35, CNN=0.35, HSV=0.2, Depth=0.1

Scene                             Det   AvgScore   MaxScore
  240_F_125787151_dCW6QpMab5zK     35     0.5118     0.6484
  240_F_125787324_OrwFI4uq8lFw     13     0.5350     0.6369
  240_F_125787324_OrwFI4uq8lFw     13     0.5332     0.6414
  240_F_126094061_qHAnDtHwM9EZ      1     0.5783     0.5783
  240_F_126096265_Z1SjGEEKauTd      2     0.4750     0.4798
  240_F_126096351_WczvcXoaoC7J      3     0.5160     0.5462
  240_F_126096351_WczvcXoaoC7J      3     0.5156     0.5462
  240_F_126931469_6QzVesVxLbyP     11     0.5224     0.6322
  240_F_126931469_6QzVesVxLbyP     11     0.5202     0.6322
  240_F_128165250_wuTWoJghKsLk      4     0.4627     0.4737
  240_F_128165250_wuTWoJghKsLk      4     0.4622     0.4736
  240_F_134447713_A1Ys1wvWqNoM     32     0.6230     0.7173
  240_F_134447793_EnhBk05fYouw      1     0.5156     0.5156
  240_F_134447793_EnhBk05fYouw      1     0.5150     0.5150
  240_F_179442236_hSCIuD62p7fp      8     0.5654     0.6462
  240_F_179442236_hSCIuD62p7fp      8     0.5652     0.6462
  240_F_179442315_kToephS8Z9Ff      3     0.4996     0.5232
  240_F_179442315_kToephS8Z9Ff      3     0.5062     0.5298
  240_F_179442320_cIhjlhyBfPqh     16     0.5546     0.6121
  240_F_179442596_n2u4nbR8CAAy      6     0.4753     0.4831
  240_F_179442596_n2u4nbR8CAAy      6     0.4752     0.4831
  240_F_179442724_A4shTwPzDL5Q      7     0.5421     0.6048
  240_F_179442724_A4shTwPzDL5Q      7     0.5426     0.6048
  240_F_179442793_j2mma4bChqwf      3     0.4888     0.5169
  240_F_179442793_j2mma4bChqwf      3     0.4886     0.5169
  240_F_179442854_YgrEC199KEza      0     0.0000     0.0000
  240_F_179442854_YgrEC199KEza      0     0.0000     0.0000
  240_F_179442939_vLS1fyXiwdDs     17     0.5357     0.6494
  240_F_179443021_iOzuwC4NpATp      7     0.5837     0.6584
  240_F_179443109_xQXXKkvEWBer      6     0.5780     0.6256
  240_F_179443109_xQXXKkvEWBer      6     0.5772     0.6256
  240_F_179443175_RB0e5QYJb2aA     10     0.5306     0.6023
  240_F_179443316_6c16ivU92VGk     10     0.5671     0.6534
  240_F_179443325_g1FwrwFR1mOj     11     0.5300     0.6475
  240_F_179443799_XmfivqHXN3oI      1     0.4900     0.4900
  240_F_179443799_XmfivqHXN3oI      1     0.4900     0.4900
  240_F_179444028_vq0kbJ173S1a      0     0.0000     0.0000
  240_F_179444028_vq0kbJ173S1a      0     0.0000     0.0000
  240_F_179444537_S6m77gNelUTs      1     0.4877     0.4877
  240_F_179444537_S6m77gNelUTs      1     0.4877     0.4877
  240_F_179444648_9u3ScPfG6O1O      4     0.5855     0.6190
  240_F_179444648_9u3ScPfG6O1O      3     0.5785     0.6258
  240_F_179444717_hgbiLeDkcIBu      6     0.5577     0.6024
  240_F_179444717_hgbiLeDkcIBu      6     0.5568     0.6024
  240_F_229425327_mzgM6Q8AmykF     14     0.5511     0.6055
  240_F_229428737_XnBSJi3dEqBD      8     0.5590     0.6236
  240_F_229428758_F3opSdVHedBP      0     0.0000     0.0000
  240_F_233532094_C7U4853pL0OF      6     0.4965     0.5727
  240_F_233532094_C7U4853pL0OF      6     0.4965     0.5727
  240_F_236280154_O6B0AgQll63D      0     0.0000     0.0000
  240_F_236280154_O6B0AgQll63D      0     0.0000     0.0000
  240_F_237489282_sboy2EVsB9Gq      1     0.4908     0.4908
  240_F_237718412_wiVSHkxq5xL5      2     0.4816     0.4955
  240_F_237718412_wiVSHkxq5xL5      2     0.4816     0.4955
  240_F_238867184_qVGH3HT5M9AE      4     0.5758     0.6744
  240_F_238867184_qVGH3HT5M9AE      4     0.5783     0.6783
  240_F_248928189_zvYNxNsswPjE      0     0.0000     0.0000
  240_F_262745847_nMhYsQOCzCMd      0     0.0000     0.0000
  240_F_262745925_pwwfnZG6vRJP      3     0.4684     0.4790
  240_F_276069776_KihDnsUmOQ0a      5     0.5106     0.5481
  240_F_276069776_KihDnsUmOQ0a      5     0.5116     0.5482
  240_F_276069816_mwal87gatkAn      8     0.5198     0.5525
  240_F_276069816_mwal87gatkAn      8     0.5197     0.5525
  240_F_291291202_2vlaU0r33GEp      3     0.5388     0.5758
  240_F_291291306_pbJQhqoPfgZO      0     0.0000     0.0000
  240_F_291291306_pbJQhqoPfgZO      0     0.0000     0.0000
  240_F_296545708_jGH52yxeGaUG      6     0.5317     0.5562
  240_F_296545708_jGH52yxeGaUG      6     0.5321     0.5586
  240_F_296545772_g7fYX0dbPbnV     13     0.6234     0.7086
  240_F_296545772_g7fYX0dbPbnV     13     0.6236     0.7149
  240_F_301814549_wpa7RPxycIFY     15     0.5619     0.6826
  240_F_301814762_HTDn3Wi62dDH     15     0.6152     0.7034
  240_F_301814762_HTDn3Wi62dDH     14     0.6170     0.7046
  240_F_301814767_rP6ZKhks5U0Q     22     0.6087     0.7093
  240_F_301814767_rP6ZKhks5U0Q     21     0.6087     0.7052
  240_F_302675349_LXEahpnzEiGD      0     0.0000     0.0000
  240_F_302675349_LXEahpnzEiGD      0     0.0000     0.0000
  240_F_302675497_qdrbQx6EomNY      2     0.6080     0.6415
  240_F_302675497_qdrbQx6EomNY      2     0.6118     0.6492
  240_F_302675544_dOeMVi8krHDo      2     0.5371     0.5750
  240_F_302675544_dOeMVi8krHDo      1     0.5754     0.5754
  240_F_302675562_a0VAzbCJRFNW      2     0.5074     0.5376
  240_F_302675562_a0VAzbCJRFNW      2     0.5084     0.5380
  240_F_302675605_c5ixXop5Z27Y      2     0.5480     0.5893
  240_F_302675605_c5ixXop5Z27Y      2     0.5429     0.5774
  240_F_311446508_UHc1pWntrEKI      2     0.4760     0.4889
  240_F_311446508_UHc1pWntrEKI      2     0.4760     0.4889
  240_F_311446544_SpoyPnpAxlb7      0     0.0000     0.0000
  240_F_313165893_l17vHX4RBVkA      1     0.5477     0.5477
  240_F_313165893_l17vHX4RBVkA      1     0.5560     0.5560
  240_F_313614827_s4CutXhhvUvq      4     0.4988     0.5230
  240_F_313614827_s4CutXhhvUvq      2     0.5214     0.5240
  240_F_314595414_ywJehivWZKSE      3     0.4946     0.5115
  240_F_315095284_Bi28XJods1z1      0     0.0000     0.0000
  240_F_315095284_Bi28XJods1z1      0     0.0000     0.0000
  240_F_316302986_RaBM9WTta2SO      2     0.4627     0.4639
  240_F_316302986_RaBM9WTta2SO      2     0.4619     0.4635
  240_F_318895063_R3kwN5tmDFXt      0     0.0000     0.0000
  240_F_318895063_R3kwN5tmDFXt      0     0.0000     0.0000
  240_F_318895350_Qah42iBCjIFb     10     0.5150     0.5575
  240_F_318895350_Qah42iBCjIFb     11     0.5096     0.5531
  240_F_322084802_XxXd85uwa6Hk      8     0.5798     0.7044
  240_F_322084802_XxXd85uwa6Hk     10     0.5707     0.7013
  240_F_323769192_bgmmPMLZpelx      1     0.6369     0.6369
  240_F_323769192_bgmmPMLZpelx      1     0.6489     0.6489
  240_F_323769228_NzFVkCxHSyCs      1     0.5075     0.5075
  240_F_323769228_NzFVkCxHSyCs      1     0.5054     0.5054
  240_F_336427229_sX8RjyocPmJN     10     0.5024     0.5498
  240_F_336427229_sX8RjyocPmJN     10     0.5023     0.5484
  240_F_396535141_4IdzQZnHN8eE      3     0.5507     0.6745
  240_F_396535141_4IdzQZnHN8eE      3     0.5477     0.6663
  240_F_396535584_ziis5nT5i3h3     25     0.5352     0.6506
  240_F_396535584_ziis5nT5i3h3     26     0.5363     0.6507
  240_F_396535766_Z2hqdgQhVM9T     17     0.5606     0.6437
  240_F_396535766_Z2hqdgQhVM9T     16     0.5577     0.6435
  240_F_396535796_LQaKFY9ZoBGH      7     0.5243     0.5747
  240_F_427857448_nvPH1PwDzFBJ     12     0.4955     0.5310
  240_F_427857448_nvPH1PwDzFBJ     14     0.4909     0.5310
  240_F_427857474_BChX1pSYlfjF     42     0.5197     0.6018
  240_F_427857474_BChX1pSYlfjF     42     0.5197     0.6018
  240_F_427857506_Lg15gXNdQM0i      9     0.5063     0.5602
  240_F_427857506_Lg15gXNdQM0i      9     0.5063     0.5602
  240_F_427857736_BFGLmVBETUiT      0     0.0000     0.0000
  240_F_427857765_Q8Xes7gDCQ7O      0     0.0000     0.0000
  240_F_427857765_Q8Xes7gDCQ7O      0     0.0000     0.0000
  240_F_463103593_IJDrRrYeScSf      0     0.0000     0.0000
  240_F_467509272_bAIsmTDHgerv      8     0.5056     0.5715
  240_F_467509272_bAIsmTDHgerv      8     0.5078     0.5784
  240_F_621213903_SBHsy38t0vJN      0     0.0000     0.0000
  240_F_72644822_xw8H0BORb5C4r      1     0.4956     0.4956
  240_F_72644822_xw8H0BORb5C4r      1     0.4956     0.4956
  240_F_72684199_go7Y3a1x3zMZI     32     0.5297     0.6436
  240_F_72684199_go7Y3a1x3zMZI     32     0.5299     0.6436
  240_F_72988752_nQHg9YUwPq2oZ      0     0.0000     0.0000
  240_F_72988752_nQHg9YUwPq2oZ      0     0.0000     0.0000
  240_F_72988783_T1AHgT38QpT2p      0     0.0000     0.0000
  240_F_72988783_T1AHgT38QpT2p      0     0.0000     0.0000
  240_F_72988845_649MKjGxPkoGq      0     0.0000     0.0000
  240_F_72988845_649MKjGxPkoGq      0     0.0000     0.0000
  240_F_72989343_lXPNBdDwSJwup      0     0.0000     0.0000
  240_F_72989343_lXPNBdDwSJwup      0     0.0000     0.0000
  240_F_94529112_BCEF0hlHJLIE5      3     0.4826     0.5037
  240_F_94529112_BCEF0hlHJLIE5      3     0.4826     0.5037
  24_jpg.rf.2gWcWxMaHxwdE7Qs1T      0     0.0000     0.0000
  24_jpg.rf.MiKXPLIHwsxbLIf3at      0     0.0000     0.0000
  24_jpg.rf.ZCU85kVLoGKXtgl8ED      0     0.0000     0.0000
  24e62273ac6dd1ea3e6a7bcb7601      0     0.0000     0.0000
  254965218_1553247338388982_7      5     0.4786     0.5036
  254faf33baab437aa42c2b6154a4      1     0.5557     0.5557
  25_jpg.rf.PJCW5bprbOhWwyOaTU      5     0.5782     0.6379
  25_jpg.rf.aDlPCJkiV3tFymMzXo      5     0.6191     0.6747
  25_jpg.rf.rmzcFzli4M2R5QwUqa      4     0.5834     0.6103
  26_jpg.rf.RyVoSXRT7aYWBdgxIc      3     0.6574     0.6811
  26_jpg.rf.yELG4VOLmix2Bstfs1      2     0.5970     0.6328
  275px-Crocus_sativus1_jpg.rf      2     0.5933     0.5934
  27_jpg.rf.9i7tRLlccM2fxGWud3      3     0.5973     0.6256
  27_jpg.rf.U1pox64unr8pP4yyvu      5     0.5895     0.6258
  28_jpg.rf.1tCy0Bzvy2JJRESN2h      1     0.4970     0.4970
  28_jpg.rf.Ef29lRND6YmpQKVyZc      2     0.6063     0.6715
  28_jpg.rf.Y2w5Y74Aw0EfEBYqnO      1     0.5997     0.5997
  2911550427_e00c9ce0bd_c_jpg.      4     0.4989     0.5282
  29_jpg.rf.3tOunvgDkvGtIBqhxg      1     0.4793     0.4793
  2_jpg.rf.IyuvSc5Cv0RPFNIQO8Q      1     0.5690     0.5690
  2ca814f18a2de238958006035887      0     0.0000     0.0000
  2d11bdac2bca6266ed62e4c39bc6      1     0.5357     0.5357
  2d9da9badd0de4573145644fa01f      0     0.0000     0.0000
  30_jpg.rf.PZXhjC9xjWuscZn1Tf     26     0.6621     0.7167
  317089179-198122522698619-44      7     0.5313     0.6417
  317322362-198122616031943-44      1     0.5856     0.5856
  317322772-198122806031924-89      4     0.5476     0.6036
  317424378-198122746031930-64      0     0.0000     0.0000
  31_jpg.rf.LXELzKtcgI0hQsfzVa      1     0.6097     0.6097
  31_jpg.rf.b79sh48ffImZWOKb6r      5     0.5922     0.6309
  31_jpg.rf.bDP2Z9cVHwjdV0648R      2     0.6004     0.6029
  32_jpg.rf.zZ3XGDoLiTUCZa8niK      6     0.5825     0.6203
  332364_jpg.rf.zSwuHwpYQKHSsi      3     0.6132     0.6579
  334_jpg.rf.zcqR5bopnmYH9dfHQ      3     0.5380     0.6055
  336340_jpg.rf.7za6wjQgnQu1ks      0     0.0000     0.0000
  33_jpg.rf.YsGF6QygJEizQdIkag     16     0.5423     0.6837
  33_jpg.rf.v4z8oEi5zim3X38NPa     14     0.5579     0.6403
  33_jpg.rf.xcUbwigKFlyO3fMO6p     12     0.5494     0.6422
  34_jpg.rf.8THughgyjkUl05OnRM      4     0.5272     0.5812
  34_jpg.rf.KTSlS68MH0yOdp1IMc     22     0.5623     0.6316
  34_jpg.rf.wVAWUqGMlUgumKgCSz     13     0.5604     0.6959
  35_jpg.rf.q3VwLt0wFjItX8cXGF     23     0.5513     0.6142
  360_F_29220899_nf4pp1QkUIzca      0     0.0000     0.0000
  360_F_300751992_QCgmM5hVlMfG      0     0.0000     0.0000
  360_F_436192908_beIjrqhLoJnY      0     0.0000     0.0000
  360_F_540830240_0R478fmmvGBG      1     0.5006     0.5006
  360_F_599296170_bGcuUTM11GIj      5     0.5050     0.5520
  360_F_621209261_xH6r2d46XAiJ      0     0.0000     0.0000
  360_F_812075769_pyVk9oRR2QqT      0     0.0000     0.0000
  36100-36100-image-36100-saff     29     0.5425     0.6131
  36_jpg.rf.AcEiNZoE3hgSrxpHUA      3     0.5984     0.6306
  36_jpg.rf.CjLOSm5DG03NPTmy5S      0     0.0000     0.0000
  36_jpg.rf.oLvnCC9hN6UKlMd0kA      0     0.0000     0.0000
  370255243_jpg.rf.QRQQvzXgHMz      2     0.4976     0.5035
  38_jpg.rf.2SWpUVbDmiKHHpAwIb      9     0.6276     0.6896
  38_jpg.rf.8hfqM9qHmV8NXhrZKV      8     0.6121     0.6639
  38_jpg.rf.u6oXIemO8nA66hUUdY      7     0.6180     0.6598
  3917990cd15c234798ac3cd2c1b3      0     0.0000     0.0000
  39_jpg.rf.3LagrUglFiWb2THkJ7      0     0.0000     0.0000
  39_jpg.rf.DwbMuoIhO1SQ4QIEsC      0     0.0000     0.0000
  39_jpg.rf.SelocAnrswyaYFxVXJ      0     0.0000     0.0000
  3_jpg.rf.ehTmU6xm4tuMY9HA46P     12     0.5292     0.6149
  3d9042ea7dff353d5e121827290a      1     0.5016     0.5016
  40_jpg.rf.M0bWR0Hoz1Uzo2hEhi      2     0.5580     0.6184
  41_jpg.rf.fTcsz8LIfk0oxVpyhp      3     0.5937     0.6374
  41_jpg.rf.wRXIhSgB7UhyHmVRMI      4     0.5875     0.6413
  42_jpg.rf.IkUmsFH963W9dZYK0i      2     0.6399     0.6618
  42_jpg.rf.cG3r0oJz7iGcVyQmcn      4     0.5447     0.5973
  42_jpg.rf.iqI6IU2r4s22vz0YcX      4     0.5808     0.6149
  43_jpg.rf.4YvrEU4m5MzJavcPoV      0     0.0000     0.0000
  43_jpg.rf.NB13A2rWzvG7Vm1bLF      1     0.5684     0.5684
  43_jpg.rf.PYsolYl0KVPGKLKFL2      2     0.5541     0.5917
  44_jpg.rf.Be3xg4sGQJNR9KSikM     23     0.6278     0.7055
  44_jpg.rf.hl0H7aT6NBwUXIIYWl     24     0.6119     0.7052
  44_jpg.rf.kax17a852IdlS03AYC     24     0.6336     0.7055
  45_jpg.rf.bondT3QKDPG4MjhMCF      8     0.5801     0.6660
  45_jpg.rf.chShuw5NnAq1IgqqdF      7     0.5806     0.6319
  45_jpg.rf.gAo3nTOZ7TrelmYnVM      9     0.5764     0.6495
  469841c152a954c2de48b7f699f6      1     0.4552     0.4552
  46_jpg.rf.QycRNA6lfWzdSuufyG     12     0.5586     0.6032
  46_jpg.rf.hKaBjRd8uxWh7LzAUu     18     0.6287     0.7071
  46_jpg.rf.xBogKQZhQGCRyXztFD     16     0.6406     0.7068
  47_jpg.rf.KRsbLG0Ac9p7fNAWkU     25     0.6136     0.6854
  48-486076_saffron-is-a-spice      0     0.0000     0.0000
  48_jpg.rf.KVIGYhpEU2T9Az7uRw      1     0.6153     0.6153
  48_jpg.rf.P8kBtqWyGTvmPuG4fI      0     0.0000     0.0000
  48_jpg.rf.qAgF701W2QRwE57XtA      1     0.6507     0.6507
  4_jpg.rf.HikkwFOSQ7Ap1kHVEpV     21     0.6110     0.6929
  5011b234c3f9b17fc42c0657f0a0      1     0.5444     0.5444
  50_jpg.rf.h2L3SzeetyzhgisQdu     17     0.6126     0.6764
  56d560539102c4b95a396951cf9b      8     0.5668     0.5838
  584a2dfd23eb29a95da98ae9ff96      0     0.0000     0.0000
  5_jpg.rf.OtL9krcUdtHjIbT5EpG      6     0.4941     0.5022
  6-EXPERIENCE_webp.rf.5TKMIjU      0     0.0000     0.0000
  61JDmhv9dVL-_AC_UF894-1000_Q     11     0.5214     0.6013
  61xwtg987NL-_AC_UF894-1000_Q      0     0.0000     0.0000
  62cbab8defabcfeac0a581887ced      9     0.5209     0.5462
  63726d3abeda02abda52d7ddf17a      0     0.0000     0.0000
  644609bf49f0c8cf2fecb5012462      1     0.4911     0.4911
  650_jpg.rf.bDMyzlg2Ewn4ya2Hq      1     0.6092     0.6092
  68330aab6e96e95af747a549dd7a      0     0.0000     0.0000
  6f2a35007f17092c77a8731517a3      6     0.5342     0.5721
  7499156_orig_jpg.rf.kRpFruUg      4     0.5826     0.5923
  75e79bea8412e2f02c83ebdb1e02      1     0.4626     0.4626
  7_jpg.rf.Ng2ruWBGR4nkrwnhyBT      1     0.6541     0.6541
  7c37f62ed4221bc153be99a3cb5c      0     0.0000     0.0000
  7ec3adeebee0118e522fddc5aad3      4     0.4645     0.4746
  84ca5523ae2d3ec1c4bb359c0f81      8     0.5475     0.6219
  85c55e84e87dac5ab72886668690      1     0.4862     0.4862
  882505a419b5b39cea5e81990784      0     0.0000     0.0000
  898c43ab1cf438f8de6323f867dc      1     0.5132     0.5132
  8_jpg.rf.CUF8xqk56VY4LAabiGG      0     0.0000     0.0000
  8af2e63024a763d6cc9e4517f5e2      3     0.5806     0.6295
  8dc9ef25ef06cd45bdd178f9027a      0     0.0000     0.0000
  8ecc2d1182fabead2fe3c88b9939     17     0.4933     0.5287
  9140459188b640ccc7db07578ef4     24     0.5332     0.6274
  9346e31df5e19b1255055d3abc3e      7     0.5033     0.5885
  93e59a5d26672c7f03882ca9119f      1     0.4590     0.4590
  95c9011c2944732cd171540beee2      1     0.5492     0.5492
  96b756987a45d4260bebc1bf3353      0     0.0000     0.0000
  99197694339bacd19a7820ee0ab6      0     0.0000     0.0000
  991f2cdc45dc8130ca139a5b15f1      8     0.5039     0.5926
  9_jpg.rf.39EuMSW0MtY8SyhUSeq      2     0.5238     0.5872
  9_jpg.rf.ViHcmimrEMZxx4hY0RY      1     0.5647     0.5647
  9c073256657fe96e801420e077db      4     0.5552     0.5797
  9ddb6b2e8f36f9b46f1a113dd5ea      2     0.5450     0.5545
  Crocus-Safron_webp.rf.oAxLOH      3     0.5297     0.5458
  Crocus-sativus_jpg.rf.v55UpY     12     0.6287     0.6978
  Crocus_Sativus_517649629-SHU     13     0.5207     0.5714
  Crocus_sativus1_jpg.rf.jr4Ut      4     0.5546     0.6458
  Growing-Saffron-Saffron-Flow      1     0.4580     0.4580
  IMG_0233xgn_jpg.rf.pYxXxtqKY      6     0.5180     0.5972
  Image_101_jpg.rf.EchgP3GAN4P      1     0.6870     0.6870
  Image_102_jpg.rf.SXoPazkK0WX      1     0.4512     0.4512
  Image_104_jpg.rf.5pe3mbTRxDi      0     0.0000     0.0000
  Image_105_jpg.rf.OBupXQwrvlP     10     0.4993     0.5465
  Image_106_jpg.rf.41N2Bhlesqk      3     0.5651     0.5927
  Image_107_jpg.rf.HH9Nz7jwtID      0     0.0000     0.0000
  Image_108_jpg.rf.ZKLKin09TTo     30     0.5573     0.6873
  Image_109_jpg.rf.5mj4A0H9tb9     12     0.6367     0.6872
  Image_10_jpg.rf.wl3DcpPvK0Fi      1     0.6543     0.6543
  Image_110_jpg.rf.KNWHzGugMu7     10     0.6199     0.6759
  Image_111_jpg.rf.J00nwHc5tNH      4     0.5247     0.5433
  Image_112_jpg.rf.p9K7nhdx6eS     11     0.5556     0.5900
  Image_113_jpg.rf.pNd4QSkyqK5     18     0.5691     0.7017
  Image_114_jpg.rf.66ZVsRxqDKP     35     0.5380     0.6919
  Image_116_jpg.rf.BHNrurbIV3Y      0     0.0000     0.0000
  Image_117_jpg.rf.RhR9DwrzSaB      2     0.5019     0.5185
  Image_118_jpg.rf.IA5KUjhBRPN      8     0.5407     0.6207
  Image_119_jpg.rf.wEfyYnxUkbs      4     0.5323     0.5543
  Image_11_jpg.rf.ugZaSCbtIAgO      3     0.5632     0.6006
  Image_120_jpg.rf.GnBVqnJanbW      7     0.5232     0.6262
  Image_121_jpg.rf.AVyccaWUJuj      1     0.5121     0.5121
  Image_122_jpg.rf.vRqtUBYxubQ      5     0.5111     0.5411
  Image_123_jpg.rf.wxwv6dlsIh7      0     0.0000     0.0000
  Image_124_jpg.rf.rdbCk2owkYP     15     0.5814     0.6622
  Image_125_jpg.rf.aa7cpx7K9X8      0     0.0000     0.0000
  Image_126_jpg.rf.CTZ8d3VNoDX      4     0.5840     0.6259
  Image_127_jpg.rf.LccIpdsTctD      6     0.5055     0.5131
  Image_128_jpg.rf.A288RXnbdwe      5     0.6077     0.6335
  Image_129_jpg.rf.KbrRByshD7d      0     0.0000     0.0000
  Image_12_jpg.rf.iamGRq8ZstEd      1     0.4962     0.4962
  Image_130_jpg.rf.nlf9GJ9UgLb      0     0.0000     0.0000
  Image_131_jpg.rf.uTbafaQcyhN      0     0.0000     0.0000
  Image_132_jpg.rf.r5E9R55Ax5v      0     0.0000     0.0000
  Image_133_jpg.rf.ArnBqVdUXmH      1     0.4533     0.4533
  Image_134_jpg.rf.mjcK32ElmCk      9     0.4956     0.5418
  Image_135_jpg.rf.63YZt5Z7tBz      0     0.0000     0.0000
  Image_136_jpg.rf.2Tq3TUz3G3H      2     0.5282     0.5793
  Image_137_jpg.rf.ZuUCDIHVvVh      0     0.0000     0.0000
  Image_138_jpeg.rf.c7CXoYotoK      8     0.5070     0.5435
  Image_139_jpg.rf.GlOqjsA2OPz      3     0.4851     0.5138
